"internet_compras_antes";"internet_serv_antes";"modo_compras_antes";"modo_serv_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"star_preco_antes";"star_compra_non_comercial_antes";"star_preco_entrega_antes";"star_prazo_entrega_antes";"star_entrega_agendada_antes";"star_retirada_antes";"star_devolucao_antes";"star_contato_antes";"cidade_moradia_antes";"bairro_moradia_antes";"cidade_trabalho_antes";"bairro_trabalho_antes";"internet_compras_depois";"internet_serv_depois";"modo_compras_depois";"modo_serv_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"star_preco_depois";"star_compra_non_comercial_depois";"star_preco_entrega_depois";"star_prazo_entrega_depois";"star_entrega_agendada_depois";"star_retirada_depois";"star_devolucao_depois";"star_contato_depois";"fisica_nenhuma";"internet_nenhuma";"fisica_mais";"internet_mais";"fisica_menos";"internet_menos";"fisica_dif";"internet_dif";"iso_parcial";"iso_total";"sou_risco";"moro_risco";"prof_saude";"genero";"idade";"escolaridade";"estuda";"nivel_educ";"adult_menos_60";"adult_mais_60";"jovens";"crincas";"bebes";"prof";"domi";"renda"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"5";"1";"5";"5";"1";"belo horizonte";"cruzeiro";"belo horizonte";"funcionarios";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"1";"5";"5";"1";"5";"5";"5";NA;NA;"compras em lojas fisicas";"compras pela internet";NA;NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"homem";"23";"ensino superior";"sim";"graduacao";"1";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"transporte publico";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"5";"5";"3";"3";"2";"4";"2";"1";"belo horizonte";"alto barroca";"belo horizonte";"santa efigenia";"eventualmente";"nao houve necessidade de deslocamento";"transporte publico";"transporte publico";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"5";"5";"5";"5";"2";"2";"2";"2";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"nao";"sim";"sim";"nao";"nao";"mulher";"19";"ensino medio";"sim";"graduacao";"0";"0";"2";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"1";"5";"2";"5";"3";"5";"5";"belo horizonte";"pompeia";"belo horizonte";"mangabeiras";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"1";"5";"2";"1";"1";"5";"2";"compras em lojas fisicas";"compras pela internet";NA;NA;NA;NA;NA;NA;"nao";"sim";"nao";"nao";"nao";"mulher";"44";"ensino superior";"nao";NA;"3";"0";"0";"1";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"4";"4";"4";"3";"5";"4";"4";"3";"belo horizonte";"anchieta";"contagem";"mangabeiras";"eventualmente";"n/a";"automovel particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"4";"5";"5";"5";"3";"2";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"sim";"nao";"mulher";"41";"pos-graduacao (especializacao)";"nao";NA;"1";"2";"0";"1";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"a pe";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"1";"4";"2";"1";"4";"4";"1";"belo horizonte";"barro preto";"belo horizonte";"serra";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"ate 2 vezes por semana";"transporte publico";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"5";"5";"5";"5";"4";"3";"5";"1";"belo horizonte";"o mesmo";"belo horizonte";NA;"eventualmente";"nao houve necessidade de deslocamento";"n/a";"moto particular";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por semana";"nunca";"5";"5";"5";"5";"5";"3";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"sim";"nao";"nao";"sim";"nao";"mulher";"23";"ensino superior";"nao";NA;"4";"0";"2";"0";"0";"empregado(a), trabalhando em empresa privada";"outros";"entre 1.000 e 1.500 reais"
"n/a";"n/a";"transporte por aplicativo";"n/a";"nunca";"nunca";"nunca";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"1";"1";"1";"1";"belo horizonte";"nova suica";NA;NA;"eventualmente";"nao houve necessidade de deslocamento";"n/a";"n/a";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"1";"1";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"sim";"nao";"sim";"nao";"nao";"mulher";"56";"mestrado ou doutorado";"sim";NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"eventualmente";"moto particular";"transporte por aplicativo";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"4";"2";"5";"3";"3";"4";"2";"1";"belo horizonte";"nova suica";NA;NA;"ate 2 vezes por semana";"n/a";"moto particular";"n/a";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"2";"3";"3";"4";"5";"2";"4";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"21";"ensino medio";"sim";"graduacao";"0";"0";"3";"0";"0";"estudante";"dependente";"abaixo de 1.000 reais."
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"todos os dias";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"5";"2";"5";"5";"3";"5";"5";"3";"belo horizonte";"sion";"belo horizonte";"centro";"eventualmente";"nao houve necessidade de deslocamento";"n/a";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"4";"2";"5";"2";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"3";"5";"4";"3";"2";"5";"1";"belo horizonte";"camargos";"contagem";"campina verde";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"3";"5";"4";"1";"1";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"sim";"nao";"nao";"nao";"nao";"mulher";"25";"ensino medio";"sim";"graduacao";"1";"0";"1";"0";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"5";"3";"3";"4";"5";"4";"3";"belo horizonte";"buritis";"belo horizonte";"santo antonio";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"todos os dias";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"4";"3";"3";"4";"5";"4";"3";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;NA;"sim";"sim";"nao";"sim";"nao";"mulher";"43";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"2";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"4";"4";"3";"3";"3";"3";"5";"3";"belo horizonte";"castelo";"belo horizonte";"barro preto";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"4";"3";"3";"4";"3";"3";"3";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"37";"pos-graduacao (especializacao)";"nao";NA;"2";NA;NA;"1";NA;"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"4";"3";"3";"4";"4";"1";"belo horizonte";"castelo";NA;NA;"n/a";"eventualmente";"n/a";"automovel particular";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"4";"4";"4";"4";"2";"4";"5";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;NA;"sim";"nao";"nao";"nao";"nao";"mulher";"22";"ensino medio";"sim";"graduacao";"2";NA;"2";NA;NA;"desempregado(a), nao procurando emprego";"dependente";NA
"ate 2 vezes por semana";"eventualmente";"a pe";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"4";"5";"1";"3";"2";"belo horizonte";"betania";"belo horizonte";"centro";"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"n/a";"n/a";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"5";"5";"5";"5";"5";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"32";"ensino superior";"nao";NA;"3";"0";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"4";"3";"3";"5";"5";"5";"belo horizonte";NA;NA;NA;"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"5";"5";"2";"3";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"40";"pos-graduacao (especializacao)";"nao";NA;"2";NA;"1";"1";NA;"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"todos os dias";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"nunca";"nunca";"5";"1";"5";"4";"4";"5";"4";"1";"belo horizonte";"gutierrez";NA;NA;"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"5";"1";"5";"5";"4";"1";"4";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"sim";"mulher";"46";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"3";"4";"5";"5";"5";"5";"belo horizonte";"nova suissa";"belo horizonte";"funcionarios";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"2";"2";"3";"3";"3";"3";"3";"belo horizonte";"barroca";"belo horizonte";"barro preto";"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"4";"3";"3";"3";"3";"4";"compras em lojas fisicas";NA;NA;NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"sim";"sim";"sim";"nao";"mulher";"51";"ensino superior";"nao";NA;"1";"0";NA;NA;NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"4";"4";"3";"3";"3";"4";"5";"belo horizonte";"uniao";"belo horizonte";"uniao";"ate 2 vezes por semana";"eventualmente";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"4";"4";"3";"3";"3";"4";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"sim";"nao";"nao";"homem";"42";"ensino superior";"nao";NA;"2";"0";"0";"2";"0";"prefiro nao responder";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"5";"1";"5";"3";"1";"3";"4";"1";"belo horizonte";"alipio de melo";"contagem";"eldorado";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"4";"1";"4";"4";"1";"1";"4";"1";"belo horizonte";"california";"belo horizonte";"santa maria";"entre 3 e 5 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"5";"1";"1";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"sim";"sim";"mulher";"59";"pos-graduacao (especializacao)";"sim";"curso livre de capacitacao (ex: linguas)";"3";"1";"0";"0";"1";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"n/a";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"3";"5";"4";"4";"5";"5";"1";"belo horizonte";"concordia";"belo horizonte";"nova gameleira";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"3";"2";"2";"5";"5";"1";"5";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"25";"ensino superior";"sim";"pos-graduacao";"1";"2";"1";NA;NA;"estudante";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"4";"3";"3";"3";"1";"4";"2";"1";"belo horizonte";"serra";"contagem";"eldorado";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"4";"2";"3";"3";"1";"1";"2";"2";NA;NA;NA;NA;"compras em lojas fisicas";"compras pela internet";NA;NA;"nao";"sim";"nao";"sim";"sim";"homem";"24";"ensino medio";"sim";"graduacao";"2";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"a pe";"transporte publico";"menos de 1 vez por mes";"2 a 5 vezes por mes";"nunca";"nunca";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"1";"1";"4";"3";"1";"1";"5";"1";"belo horizonte";"coreu";NA;NA;"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"3";"1";"1";"1";"2";"4";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"20";"ensino medio";"sim";"graduacao";"4";"0";"2";"0";"0";"prefiro nao responder";"dependente";"abaixo de 1.000 reais."
"ate 2 vezes por semana";"eventualmente";"transporte por aplicativo";"a pe";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"2";"3";"5";"5";"5";"1";"belo horizonte";"betania";"belo horizonte";"madre gertrudes";"eventualmente";"nao houve necessidade de deslocamento";"a pe";"n/a";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"4";"5";"3";"5";"5";"1";"5";"5";NA;"compras pela internet";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"sim";"nao";"sim";"sim";"nao";"mulher";"60 anos";"pos-graduacao (especializacao)";"sim";"curso livre de capacitacao (ex: linguas)";NA;NA;NA;NA;NA;"aposentado(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"transporte publico";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"1";"1";"2";"1";"5";"1";"2";"belo horizonte";"vale do jatoba";NA;NA;"eventualmente";"nao houve necessidade de deslocamento";"transporte por aplicativo";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"4";"1";"1";"1";"1";"1";"2";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"homem";"22";"ensino medio";"sim";"graduacao";"2";"1";"1";"0";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"a pe";"transporte por aplicativo";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"4";"3";"3";"3";"4";"4";"2";"1";"belo horizonte";"sion";"minas gerais";NA;"eventualmente";"nao houve necessidade de deslocamento";"a pe";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"4";"3";"3";"3";"4";"4";"2";"3";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";"compras pela internet";NA;NA;"nao";"nao";"nao";"nao";"nao";"homem";"32";"pos-graduacao (especializacao)";"nao";NA;"3";"0";"0";"0";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"moto particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"3";"3";"3";"4";"2";"4";"belo horizonte";"barreiro";"belo horizonte";"betania";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"5";"5";"3";"4";"3";"3";"3";"3";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"28 anos";"ensino superior";"nao";NA;"2";"0";"0";"0";"0";"autonomo(a), com cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
