"internet_compras_antes";"internet_serv_antes";"modo_compras_antes";"modo_serv_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"star_preco_antes";"star_compra_non_comercial_antes";"star_preco_entrega_antes";"star_prazo_entrega_antes";"star_entrega_agendada_antes";"star_retirada_antes";"star_devolucao_antes";"star_contato_antes";"cidade_moradia_antes";"bairro_moradia_antes";"cidade_trabalho_antes";"bairro_trabalho_antes";"internet_compras_depois";"internet_serv_depois";"modo_compras_depois";"modo_serv_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"star_preco_depois";"star_compra_non_comercial_depois";"star_preco_entrega_depois";"star_prazo_entrega_depois";"star_entrega_agendada_depois";"star_retirada_depois";"star_devolucao_depois";"star_contato_depois";"fisica_nenhuma";"internet_nenhuma";"fisica_mais";"internet_mais";"fisica_menos";"internet_menos";"fisica_dif";"internet_dif";"iso_parcial";"iso_total";"sou_risco";"moro_risco";"prof_saude";"genero";"idade";"escolaridade";"estuda";"nivel_educ";"adult_menos_60";"adult_mais_60";"jovens";"crincas";"bebes";"prof";"domi";"renda"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"moto particular";"moto particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"3";"5";"5";"1";"belo horizonte";"piratininga";NA;NA;"ate 2 vezes por semana";"eventualmente";"moto particular";"moto particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"5";"5";"5";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"homem";"32";"pos-graduacao (especializacao)";"nao";NA;"1";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"1";"5";"5";"1";"3";"5";"1";"belo horizonte";"b. california";"betim";"bairro pintados";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"entre 3 e 6 vezes por semana";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"2";"5";"5";"5";"5";"1";"1";"belo horizonte";NA;"betim";"b. pintados";"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"4";"5";"5";"5";"1";"5";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"5";"5";"1";"belo horizonte";"b. california";"betim";"b. pintados";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"3";"5";"3";"belo horizonte";"joao pinheiro";"contagem";NA;"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"n/a";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"3";"5";"3";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"mulher";"44";"pos-graduacao (especializacao)";"nao";NA;"1";"0";"0";"1";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"4";"5";"5";"5";"belo horizonte";"prado";"belo horizonte";"prado";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"5";"5";"5";"5";"4";"5";"5";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"todos os dias";"todos os dias";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"5";"5";"5";"5";"5";"3";"belo horizonte";"buritis";NA;NA;"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"4";"5";"5";"5";"5";"5";"3";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"40";"pos-graduacao (especializacao)";"sim";"graduacao";"1";NA;NA;"1";NA;"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"eventualmente";"automovel particular";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"3";"5";"3";"3";"2";"2";"5";"1";"belo horizonte";"joao pinheiro";"nova lima";"jardim canada";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"3";"5";"3";"3";"2";"1";"5";"3";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"mulher";"23";"ensino superior";"sim";"graduacao";"2";NA;"2";NA;NA;"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"todos os dias";"2 a 5 vezes por mes";"menos de 1 vez por mes";"todos os dias";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"4";"5";"5";"4";"3";"5";"5";"belo horizonte";"santa monica";"belo horizonte";"funcionarios";"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"5";"4";"4";"1";"2";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"39";"pos-graduacao (especializacao)";"nao";NA;"3";"0";"0";"1";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"1";"1";"3";"5";"belo horizonte";"cidade nova";"belo horizonte";"barro preto";"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"n/a";"n/a";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"todos os dias";"entre 2 e 5 vezes por semana";"nunca";"3";"1";"5";"5";"2";"1";"1";"5";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"sim";"nao";"nao";"sim";"nao";"mulher";"36";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"2";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"moto particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"4";"4";"5";"2";"5";"2";"belo horizonte";"padre eustaquio";"belo horizonte";"lourdes";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"moto particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"5";"5";"5";"5";"5";"5";"5";"5";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"homem";"47";"prefiro nao responder";"nao";NA;"2";"0";"0";"1";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"3";"5";"4";"4";"4";"4";"4";"belo horizonte";"coracao eucaristico";"nova lima";"jardim canada";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"a pe";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"4";"5";"4";"4";"1";"2";"5";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"sim";"sim";"nao";"nao";"nao";"homem";"25";"ensino superior";"sim";"graduacao";"3";NA;NA;NA;NA;"estudante";"contribui para a renda familiar";"entre 1.000 e 1.500 reais"
"ate 2 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"5";"4";"4";"4";"1";"1";"1";"1";"belo horizonte";"carmo";"belo horizonte";"savassi";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"4";"3";"4";"1";"1";"3";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"nao";"sim";"homem";"37";"ensino superior";"nao";NA;"1";"0";"0";"0";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"5";"5";"1";"belo horizonte";"sao bento";"belo horizonte";"centro";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"1";"3";"1";"1";"1";"3";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"mulher";"46";"pos-graduacao (especializacao)";"nao";NA;"4";"1";"0";"3";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"moto particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"2";"5";"2";"3";"5";"2";"belo horizonte";"serra";"belo horizonte";"pampulha";"eventualmente";"eventualmente";"moto particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"3";"5";"2";"2";"5";"2";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"nao";"sim";"nao";"nao";"nao";"homem";"40";"mestrado ou doutorado";"sim";"pos-graduacao";"4";"0";"0";"2";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"4";"2";"5";"5";"5";"3";"5";"1";"belo horizonte";"sao pedro";"belo horizonte";"barreiro";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"3";"5";"4";"4";"1";"3";"5";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"3";"3";"5";"5";"2";"5";"2";"belo horizonte";"belvedere";"belo horizonte";"santa efigenia";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"3";"3";"5";"5";"3";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"sim";"nao";"nao";"nao";"mulher";"42";"mestrado ou doutorado";"sim";"pos-graduacao";"2";"0";"0";"2";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"3";"4";"1";"1";"2";"1";"belo horizonte";"belvedere";"belo horizonte";"anchieta";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"1";"1";"4";"4";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"43";"pos-graduacao (especializacao)";"nao";NA;"2";NA;NA;"2";NA;"autonomo(a), com cnpj";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"5";"2";"5";"4";"3";"1";"3";"1";"belo horizonte";"santa terezinha";"belo horizonte";"savassi";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"nunca";"5";"3";"5";"4";"2";"1";"2";"4";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"homem";"23";"ensino medio";"sim";"graduacao";"1";"1";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"entre 3 e 6 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"2";"5";"3";"5";"3";"5";"1";"belo horizonte";NA;NA;NA;"eventualmente";"n/a";"a pe";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"1";"5";"5";"2";"1";"1";"3";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"sim";"sim";"nao";"mulher";"57";"pos-graduacao (especializacao)";"nao";NA;"01";NA;"01";NA;NA;"aposentado(a)";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"5";"3";"4";"2";"4";"1";"belo horizonte";"ouro preto";"belo horizonte";"belo horizonte";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"2";"1";"1";"2";"4";NA;NA;"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"22";"ensino medio";"sim";"graduacao";"5";"2";"2";"0";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"n/a";"diariamente";"n/a";"transporte publico";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"todos os dias";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"2";"2";"5";"2";"2";"belo horizonte";"sao jose";"belo horizonte";"lourdes";"n/a";"n/a";"n/a";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"5";"1";"1";"1";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"sim";"nao";"nao";"sim";"nao";"mulher";"23";"pos-graduacao (especializacao)";"sim";"pos-graduacao";"0";"1";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"2";"5";"4";"3";"3";"5";"4";"belo horizonte";"diamante";"contagem";"cidade industrial";"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"5";"3";"3";"3";"5";"3";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"homem";"38";"ensino superior";"sim";"graduacao";"2";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"diariamente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"todos os dias";"todos os dias";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"5";"5";"3";"3";"5";"5";"belo horizonte";"santa lucia";"belo horizonte";"nova gameleira";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"eventualmente";"eventualmente";"transporte publico";"transporte publico";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"5";"4";"2";"3";"5";"1";"belo horizonte";"mantiqueira";"contagem";"eldoradinho";"eventualmente";"nao houve necessidade de deslocamento";"a pe";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"nunca";"5";"1";"5";"4";"1";"1";"5";"5";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"26";"ensino superior";"sim";"curso livre de capacitacao (ex: linguas)";"3";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 1.000 e 1.500 reais"
